city,date,confirm,dead,heal,confirm_add
荆州,4.06,1580,52,1528,0
潜江,4.06,198,9,189,0
神农架,4.06,11,0,11,0
十堰,4.06,672,8,664,0
随州,4.06,1307,45,1262,0
天门,4.06,496,15,481,0
武汉,4.06,50008,2571,46863,0
仙桃,4.06,575,22,552,0
咸宁,4.06,836,15,821,0
襄阳,4.06,1175,39,1135,0
孝感,4.06,3518,129,3389,0
宜昌,4.06,931,36,894,0
鄂州,4.07,1394,59,1335,0
恩施州,4.07,252,7,245,0
黄冈,4.07,2907,125,2782,0
黄石,4.07,1015,39,976,0
荆门,4.07,928,41,887,0
荆州,4.07,1580,52,1528,0
潜江,4.07,198,9,189,0
神农架,4.07,11,0,11,0
十堰,4.07,672,8,664,0
随州,4.07,1307,45,1262,0
天门,4.07,496,15,481,0
武汉,4.07,50008,2571,46922,0
仙桃,4.07,575,22,552,0
咸宁,4.07,836,15,821,0
襄阳,4.07,1175,39,1135,0
孝感,4.07,3518,129,3389,0
宜昌,4.07,931,36,894,0
鄂州,4.08,1394,59,1335,0
恩施州,4.08,252,7,245,0
黄冈,4.08,2907,125,2782,0
黄石,4.08,1015,39,976,0
荆门,4.08,928,41,887,0
荆州,4.08,1580,52,1528,0
潜江,4.08,198,9,189,0
神农架,4.08,11,0,11,0
十堰,4.08,672,8,664,0
随州,4.08,1307,45,1262,0
天门,4.08,496,15,481,0
武汉,4.08,50008,2572,46991,0
仙桃,4.08,575,22,552,0
咸宁,4.08,836,15,821,0
襄阳,4.08,1175,39,1135,0
孝感,4.08,3518,129,3389,0
宜昌,4.08,931,36,894,0
鄂州,4.09,1394,59,1335,0
恩施州,4.09,252,7,245,0
黄冈,4.09,2907,125,2782,0
黄石,4.09,1015,39,976,0
荆门,4.09,928,41,887,0
荆州,4.09,1580,52,1528,0
潜江,4.09,198,9,189,0
神农架,4.09,11,0,11,0
十堰,4.09,672,8,664,0
随州,4.09,1307,45,1262,0
天门,4.09,496,15,481,0
武汉,4.09,50008,2574,47036,0
仙桃,4.09,575,22,552,0
咸宁,4.09,836,15,821,0
襄阳,4.09,1175,39,1135,0
孝感,4.09,3518,129,3389,0
宜昌,4.09,931,36,894,0
鄂州,4.1,1394,59,1335,0
恩施州,4.1,252,7,245,0
黄冈,4.1,2907,125,2782,0
黄石,4.1,1015,39,976,0
荆门,4.1,928,41,887,0
荆州,4.1,1580,52,1528,0
潜江,4.1,198,9,189,0
神农架,4.1,11,0,11,0
十堰,4.1,672,8,664,0
随州,4.1,1307,45,1262,0
天门,4.1,496,15,481,0
武汉,4.1,50008,2575,47085,0
仙桃,4.1,575,22,552,0
咸宁,4.1,836,15,821,0
襄阳,4.1,1175,39,1135,0
孝感,4.1,3518,129,3389,0
宜昌,4.1,931,36,894,0
鄂州,4.11,1394,59,1335,0
恩施州,4.11,252,7,245,0
黄冈,4.11,2907,125,2782,0
黄石,4.11,1015,39,976,0
荆门,4.11,928,41,887,0
荆州,4.11,1580,52,1528,0
潜江,4.11,198,9,189,0
神农架,4.11,11,0,11,0
十堰,4.11,672,8,664,0
随州,4.11,1307,45,1262,0
天门,4.11,496,15,481,0
武汉,4.11,50008,2577,47112,0
仙桃,4.11,575,22,553,0
咸宁,4.11,836,15,821,0
襄阳,4.11,1175,40,1135,0
孝感,4.11,3518,129,3389,0
宜昌,4.11,931,36,894,0
鄂州,4.12,1394,59,1335,0
恩施州,4.12,252,7,245,0
黄冈,4.12,2907,125,2782,0
黄石,4.12,1015,39,976,0
荆门,4.12,928,41,887,0
荆州,4.12,1580,52,1528,0
潜江,4.12,198,9,189,0
神农架,4.12,11,0,11,0
十堰,4.12,672,8,664,0
随州,4.12,1307,45,1262,0
天门,4.12,496,15,481,0
武汉,4.12,50008,2577,47129,0
仙桃,4.12,575,22,553,0
咸宁,4.12,836,15,821,0
襄阳,4.12,1175,40,1135,0
孝感,4.12,3518,129,3389,0
宜昌,4.12,931,36,894,0
鄂州,4.13,1394,59,1335,0
恩施州,4.13,252,7,245,0
黄冈,4.13,2907,125,2782,0
黄石,4.13,1015,39,976,0
荆门,4.13,928,41,887,0
荆州,4.13,1580,52,1528,0
潜江,4.13,198,9,189,0
神农架,4.13,11,0,11,0
十堰,4.13,672,8,664,0
随州,4.13,1307,45,1262,0
天门,4.13,496,15,481,0
武汉,4.13,50008,2579,47186,0
仙桃,4.13,575,22,553,0
咸宁,4.13,836,15,821,0
襄阳,4.13,1175,40,1135,0
孝感,4.13,3518,129,3389,0
宜昌,4.13,931,36,894,0
鄂州,4.14,1394,59,1335,0
恩施州,4.14,252,7,245,0
黄冈,4.14,2907,125,2782,0
黄石,4.14,1015,39,976,0
荆门,4.14,928,41,887,0
荆州,4.14,1580,52,1528,0
潜江,4.14,198,9,189,0
神农架,4.14,11,0,11,0
十堰,4.14,672,8,664,0
随州,4.14,1307,45,1262,0
天门,4.14,496,15,481,0
武汉,4.14,50008,2579,47211,0
仙桃,4.14,575,22,553,0
咸宁,4.14,836,15,821,0
襄阳,4.14,1175,40,1135,0
孝感,4.14,3518,129,3389,0
宜昌,4.14,931,36,894,0
鄂州,4.15,1394,59,1335,0
恩施州,4.15,252,7,245,0
黄冈,4.15,2907,125,2782,0
黄石,4.15,1015,39,976,0
荆门,4.15,928,41,887,0
荆州,4.15,1580,52,1528,0
潜江,4.15,198,9,189,0
神农架,4.15,11,0,11,0
十堰,4.15,672,8,664,0
随州,4.15,1307,45,1262,0
天门,4.15,496,15,481,0
武汉,4.15,50008,2579,47250,0
仙桃,4.15,575,22,553,0
咸宁,4.15,836,15,821,0
襄阳,4.15,1175,40,1135,0
孝感,4.15,3518,129,3389,0
宜昌,4.15,931,37,894,0
鄂州,4.16,1394,59,1335,0
恩施州,4.16,252,7,245,0
黄冈,4.16,2907,125,2782,0
黄石,4.16,1015,39,976,0
荆门,4.16,928,41,887,0
荆州,4.16,1580,52,1528,0
潜江,4.16,198,9,189,0
神农架,4.16,11,0,11,0
十堰,4.16,672,8,664,0
随州,4.16,1307,45,1262,0
天门,4.16,496,15,481,0
武汉,4.16,50008,2579,47283,0
仙桃,4.16,575,22,553,0
咸宁,4.16,836,15,821,0
襄阳,4.16,1175,40,1135,0
孝感,4.16,3518,129,3389,0
宜昌,4.16,931,37,894,0
鄂州,4.17,1394,59,1335,0
恩施州,4.17,252,7,245,0
黄冈,4.17,2907,125,2782,0
黄石,4.17,1015,39,976,0
荆门,4.17,928,41,887,0
荆州,4.17,1580,52,1528,0
潜江,4.17,198,9,189,0
神农架,4.17,11,0,11,0
十堰,4.17,672,8,664,0
随州,4.17,1307,45,1262,0
天门,4.17,496,15,481,0
武汉,4.17,50333,3869,46335,0
仙桃,4.17,575,22,553,0
咸宁,4.17,836,15,821,0
襄阳,4.17,1175,40,1135,0
孝感,4.17,3518,129,3389,0
宜昌,4.17,931,37,894,0
鄂州,4.18,1394,59,1335,0
恩施州,4.18,252,7,245,0
黄冈,4.18,2907,125,2782,0
黄石,4.18,1015,39,976,0
荆门,4.18,928,41,887,0
荆州,4.18,1580,52,1528,0
潜江,4.18,198,9,189,0
神农架,4.18,11,0,11,0
十堰,4.18,672,8,664,0
随州,4.18,1307,45,1262,0
天门,4.18,496,15,481,0
武汉,4.18,50333,3869,46342,0
仙桃,4.18,575,22,553,0
咸宁,4.18,836,15,821,0
襄阳,4.18,1175,40,1135,0
孝感,4.18,3518,129,3389,0
宜昌,4.18,931,37,894,0
鄂州,4.19,1394,59,1335,0
恩施州,4.19,252,7,245,0
黄冈,4.19,2907,125,2782,0
黄石,4.19,1015,39,976,0
荆门,4.19,928,41,887,0
荆州,4.19,1580,52,1528,0
潜江,4.19,198,9,189,0
神农架,4.19,11,0,11,0
十堰,4.19,672,8,664,0
随州,4.19,1307,45,1262,0
天门,4.19,496,15,481,0
武汉,4.19,50333,3869,46355,0
仙桃,4.19,575,22,553,0
咸宁,4.19,836,15,821,0
襄阳,4.19,1175,40,1135,0
孝感,4.19,3518,129,3389,0
宜昌,4.19,931,37,894,0
鄂州,4.2,1394,59,1335,0
恩施州,4.2,252,7,245,0
黄冈,4.2,2907,125,2782,0
黄石,4.2,1015,39,976,0
荆门,4.2,928,41,887,0
荆州,4.2,1580,52,1528,0
潜江,4.2,198,9,189,0
神农架,4.2,11,0,11,0
十堰,4.2,672,8,664,0
随州,4.2,1307,45,1262,0
天门,4.2,496,15,481,0
武汉,4.2,50333,3869,46359,0
仙桃,4.2,575,22,553,0
咸宁,4.2,836,15,821,0
襄阳,4.2,1175,40,1135,0
孝感,4.2,3518,129,3389,0
宜昌,4.2,931,37,894,0
鄂州,4.21,1394,59,1335,0
恩施州,4.21,252,7,245,0
黄冈,4.21,2907,125,2782,0
黄石,4.21,1015,39,976,0
荆门,4.21,928,41,887,0
荆州,4.21,1580,52,1528,0
潜江,4.21,198,9,189,0
神农架,4.21,11,0,11,0
十堰,4.21,672,8,664,0
随州,4.21,1307,45,1262,0
天门,4.21,496,15,481,0
武汉,4.21,50333,3869,46362,0
仙桃,4.21,575,22,553,0
咸宁,4.21,836,15,821,0
襄阳,4.21,1175,40,1135,0
孝感,4.21,3518,129,3389,0
宜昌,4.21,931,37,894,0
鄂州,4.22,1394,59,1335,0
恩施州,4.22,252,7,245,0
黄冈,4.22,2907,125,2782,0
黄石,4.22,1015,39,976,0
荆门,4.22,928,41,887,0
荆州,4.22,1580,52,1528,0
潜江,4.22,198,9,189,0
神农架,4.22,11,0,11,0
十堰,4.22,672,8,664,0
随州,4.22,1307,45,1262,0
天门,4.22,496,15,481,0
武汉,4.22,50333,3869,46367,0
仙桃,4.22,575,22,553,0
咸宁,4.22,836,15,821,0
襄阳,4.22,1175,40,1135,0
孝感,4.22,3518,129,3389,0
宜昌,4.22,931,37,894,0
鄂州,4.23,1394,59,1335,0
恩施州,4.23,252,7,245,0
黄冈,4.23,2907,125,2782,0
黄石,4.23,1015,39,976,0
荆门,4.23,928,41,887,0
荆州,4.23,1580,52,1528,0
潜江,4.23,198,9,189,0
神农架,4.23,11,0,11,0
十堰,4.23,672,8,664,0
随州,4.23,1307,45,1262,0
天门,4.23,496,15,481,0
武汉,4.23,50333,3869,46395,0
仙桃,4.23,575,22,553,0
咸宁,4.23,836,15,821,0
襄阳,4.23,1175,40,1135,0
孝感,4.23,3518,129,3389,0
宜昌,4.23,931,37,894,0
鄂州,4.24,1394,59,1335,0
恩施州,4.24,252,7,245,0
黄冈,4.24,2907,125,2782,0
黄石,4.24,1015,39,976,0
荆门,4.24,928,41,887,0
荆州,4.24,1580,52,1528,0
潜江,4.24,198,9,189,0
神农架,4.24,11,0,11,0
十堰,4.24,672,8,664,0
随州,4.24,1307,45,1262,0
天门,4.24,496,15,481,0
武汉,4.24,50333,3869,46417,0
仙桃,4.24,575,22,553,0
咸宁,4.24,836,15,821,0
襄阳,4.24,1175,40,1135,0
孝感,4.24,3518,129,3389,0
宜昌,4.24,931,37,894,0
鄂州,4.25,1394,59,1335,0
恩施州,4.25,252,7,245,0
黄冈,4.25,2907,125,2782,0
黄石,4.25,1015,39,976,0
荆门,4.25,928,41,887,0
荆州,4.25,1580,52,1528,0
潜江,4.25,198,9,189,0
神农架,4.25,11,0,11,0
十堰,4.25,672,8,664,0
随州,4.25,1307,45,1262,0
天门,4.25,496,15,481,0
武汉,4.25,50333,3869,46441,0
仙桃,4.25,575,22,553,0
咸宁,4.25,836,15,821,0
襄阳,4.25,1175,40,1135,0
孝感,4.25,3518,129,3389,0
宜昌,4.25,931,37,894,0
鄂州,4.26,1394,59,1335,0
恩施州,4.26,252,7,245,0
黄冈,4.26,2907,125,2782,0
黄石,4.26,1015,39,976,0
荆门,4.26,928,41,887,0
荆州,4.26,1580,52,1528,0
潜江,4.26,198,9,189,0
神农架,4.26,11,0,11,0
十堰,4.26,672,8,664,0
随州,4.26,1307,45,1262,0
天门,4.26,496,15,481,0
武汉,4.26,50333,3869,46464,0
仙桃,4.26,575,22,553,0
咸宁,4.26,836,15,821,0
襄阳,4.26,1175,40,1135,0
孝感,4.26,3518,129,3389,0
宜昌,4.26,931,37,894,0
鄂州,4.27,1394,59,1335,0
恩施州,4.27,252,7,245,0
黄冈,4.27,2907,125,2782,0
黄石,4.27,1015,39,976,0
荆门,4.27,928,41,887,0
荆州,4.27,1580,52,1528,0
潜江,4.27,198,9,189,0
神农架,4.27,11,0,11,0
十堰,4.27,672,8,664,0
随州,4.27,1307,45,1262,0
天门,4.27,496,15,481,0
武汉,4.27,50333,3869,46464,0
仙桃,4.27,575,22,553,0
咸宁,4.27,836,15,821,0
襄阳,4.27,1175,40,1135,0
孝感,4.27,3518,129,3389,0
宜昌,4.27,931,37,894,0
鄂州,4.28,1394,59,1335,0
恩施州,4.28,252,7,245,0
黄冈,4.28,2907,125,2782,0
黄石,4.28,1015,39,976,0
荆门,4.28,928,41,887,0
荆州,4.28,1580,52,1528,0
潜江,4.28,198,9,189,0
神农架,4.28,11,0,11,0
十堰,4.28,672,8,664,0
随州,4.28,1307,45,1262,0
天门,4.28,496,15,481,0
武汉,4.28,50333,3869,46464,0
仙桃,4.28,575,22,553,0
咸宁,4.28,836,15,821,0
襄阳,4.28,1175,40,1135,0
孝感,4.28,3518,129,3389,0
宜昌,4.28,931,37,894,0
鄂州,4.29,1394,59,1335,0
恩施州,4.29,252,7,245,0
黄冈,4.29,2907,125,2782,0
黄石,4.29,1015,39,976,0
荆门,4.29,928,41,887,0
荆州,4.29,1580,52,1528,0
潜江,4.29,198,9,189,0
神农架,4.29,11,0,11,0
十堰,4.29,672,8,664,0
随州,4.29,1307,45,1262,0
天门,4.29,496,15,481,0
武汉,4.29,50333,3869,46464,0
仙桃,4.29,575,22,553,0
咸宁,4.29,836,15,821,0
襄阳,4.29,1175,40,1135,0
孝感,4.29,3518,129,3389,0
宜昌,4.29,931,37,894,0
鄂州,4.3,1394,59,1335,0
恩施州,4.3,252,7,245,0
黄冈,4.3,2907,125,2782,0
黄石,4.3,1015,39,976,0
荆门,4.3,928,41,887,0
荆州,4.3,1580,52,1528,0
潜江,4.3,198,9,189,0
神农架,4.3,11,0,11,0
十堰,4.3,672,8,664,0
随州,4.3,1307,45,1262,0
天门,4.3,496,15,481,0
武汉,4.3,50333,3869,46464,0
仙桃,4.3,575,22,553,0
咸宁,4.3,836,15,821,0
襄阳,4.3,1175,40,1135,0
孝感,4.3,3518,129,3389,0
宜昌,4.3,931,37,894,0
鄂州,5.01,1394,59,1335,0
恩施州,5.01,252,7,245,0
黄冈,5.01,2907,125,2782,0
黄石,5.01,1015,39,976,0
荆门,5.01,928,41,887,0
荆州,5.01,1580,52,1528,0
潜江,5.01,198,9,189,0
神农架,5.01,11,0,11,0
十堰,5.01,672,8,664,0
随州,5.01,1307,45,1262,0
天门,5.01,496,15,481,0
武汉,5.01,50333,3869,46464,0
仙桃,5.01,575,22,553,0
咸宁,5.01,836,15,821,0
襄阳,5.01,1175,40,1135,0
孝感,5.01,3518,129,3389,0
宜昌,5.01,931,37,894,0
鄂州,5.02,1394,59,1335,0
恩施州,5.02,252,7,245,0
黄冈,5.02,2907,125,2782,0
黄石,5.02,1015,39,976,0
荆门,5.02,928,41,887,0
荆州,5.02,1580,52,1528,0
潜江,5.02,198,9,189,0
神农架,5.02,11,0,11,0
十堰,5.02,672,8,664,0
随州,5.02,1307,45,1262,0
天门,5.02,496,15,481,0
武汉,5.02,50333,3869,46464,0
仙桃,5.02,575,22,553,0
咸宁,5.02,836,15,821,0
襄阳,5.02,1175,40,1135,0
孝感,5.02,3518,129,3389,0
宜昌,5.02,931,37,894,0
鄂州,5.03,1394,59,1335,0
恩施州,5.03,252,7,245,0
黄冈,5.03,2907,125,2782,0
黄石,5.03,1015,39,976,0
荆门,5.03,928,41,887,0
荆州,5.03,1580,52,1528,0
潜江,5.03,198,9,189,0
神农架,5.03,11,0,11,0
十堰,5.03,672,8,664,0
随州,5.03,1307,45,1262,0
天门,5.03,496,15,481,0
武汉,5.03,50333,3869,46464,0
仙桃,5.03,575,22,553,0
咸宁,5.03,836,15,821,0
襄阳,5.03,1175,40,1135,0
孝感,5.03,3518,129,3389,0
宜昌,5.03,931,37,894,0
鄂州,5.04,1394,59,1335,0
恩施州,5.04,252,7,245,0
黄冈,5.04,2907,125,2782,0
黄石,5.04,1015,39,976,0
荆门,5.04,928,41,887,0
荆州,5.04,1580,52,1528,0
潜江,5.04,198,9,189,0
神农架,5.04,11,0,11,0
十堰,5.04,672,8,664,0
随州,5.04,1307,45,1262,0
天门,5.04,496,15,481,0
武汉,5.04,50333,3869,46464,0
仙桃,5.04,575,22,553,0
咸宁,5.04,836,15,821,0
襄阳,5.04,1175,40,1135,0
孝感,5.04,3518,129,3389,0
宜昌,5.04,931,37,894,0
鄂州,5.05,1394,59,1335,0
恩施州,5.05,252,7,245,0
黄冈,5.05,2907,125,2782,0
黄石,5.05,1015,39,976,0
荆门,5.05,928,41,887,0
荆州,5.05,1580,52,1528,0
潜江,5.05,198,9,189,0
神农架,5.05,11,0,11,0
十堰,5.05,672,8,664,0
随州,5.05,1307,45,1262,0
天门,5.05,496,15,481,0
武汉,5.05,50333,3869,46464,0
仙桃,5.05,575,22,553,0
咸宁,5.05,836,15,821,0
襄阳,5.05,1175,40,1135,0
孝感,5.05,3518,129,3389,0
宜昌,5.05,931,37,894,0
鄂州,5.06,1394,59,1335,0
恩施州,5.06,252,7,245,0
黄冈,5.06,2907,125,2782,0
黄石,5.06,1015,39,976,0
荆门,5.06,928,41,887,0
荆州,5.06,1580,52,1528,0
潜江,5.06,198,9,189,0
神农架,5.06,11,0,11,0
十堰,5.06,672,8,664,0
随州,5.06,1307,45,1262,0
天门,5.06,496,15,481,0
武汉,5.06,50333,3869,46464,0
仙桃,5.06,575,22,553,0
咸宁,5.06,836,15,821,0
襄阳,5.06,1175,40,1135,0
孝感,5.06,3518,129,3389,0
宜昌,5.06,931,37,894,0
鄂州,5.07,1394,59,1335,0
恩施州,5.07,252,7,245,0
黄冈,5.07,2907,125,2782,0
黄石,5.07,1015,39,976,0
荆门,5.07,928,41,887,0
荆州,5.07,1580,52,1528,0
潜江,5.07,198,9,189,0
神农架,5.07,11,0,11,0
十堰,5.07,672,8,664,0
随州,5.07,1307,45,1262,0
天门,5.07,496,15,481,0
武汉,5.07,50333,3869,46464,0
仙桃,5.07,575,22,553,0
咸宁,5.07,836,15,821,0
襄阳,5.07,1175,40,1135,0
孝感,5.07,3518,129,3389,0
宜昌,5.07,931,37,894,0
鄂州,5.08,1394,59,1335,0
恩施州,5.08,252,7,245,0
黄冈,5.08,2907,125,2782,0
黄石,5.08,1015,39,976,0
荆门,5.08,928,41,887,0
荆州,5.08,1580,52,1528,0
潜江,5.08,198,9,189,0
神农架,5.08,11,0,11,0
十堰,5.08,672,8,664,0
随州,5.08,1307,45,1262,0
天门,5.08,496,15,481,0
武汉,5.08,50333,3869,46464,0
仙桃,5.08,575,22,553,0
咸宁,5.08,836,15,821,0
襄阳,5.08,1175,40,1135,0
孝感,5.08,3518,129,3389,0
宜昌,5.08,931,37,894,0
鄂州,5.09,1394,59,1335,0
恩施州,5.09,252,7,245,0
黄冈,5.09,2907,125,2782,0
黄石,5.09,1015,39,976,0
荆门,5.09,928,41,887,0
荆州,5.09,1580,52,1528,0
潜江,5.09,198,9,189,0
神农架,5.09,11,0,11,0
十堰,5.09,672,8,664,0
随州,5.09,1307,45,1262,0
天门,5.09,496,15,481,0
武汉,5.09,50333,3869,46464,0
仙桃,5.09,575,22,553,0
咸宁,5.09,836,15,821,0
襄阳,5.09,1175,40,1135,0
孝感,5.09,3518,129,3389,0
宜昌,5.09,931,37,894,0
鄂州,5.1,1394,59,1335,0
恩施州,5.1,252,7,245,0
黄冈,5.1,2907,125,2782,0
黄石,5.1,1015,39,976,0
荆门,5.1,928,41,887,0
荆州,5.1,1580,52,1528,0
潜江,5.1,198,9,189,0
神农架,5.1,11,0,11,0
十堰,5.1,672,8,664,0
随州,5.1,1307,45,1262,0
天门,5.1,496,15,481,0
武汉,5.1,50334,3869,46464,1
仙桃,5.1,575,22,553,0
咸宁,5.1,836,15,821,0
襄阳,5.1,1175,40,1135,0
孝感,5.1,3518,129,3389,0
宜昌,5.1,931,37,894,0
鄂州,5.11,1394,59,1335,0
恩施州,5.11,252,7,245,0
黄冈,5.11,2907,125,2782,0
黄石,5.11,1015,39,976,0
荆门,5.11,928,41,887,0
荆州,5.11,1580,52,1528,0
潜江,5.11,198,9,189,0
神农架,5.11,11,0,11,0
十堰,5.11,672,8,664,0
随州,5.11,1307,45,1262,0
天门,5.11,496,15,481,0
武汉,5.11,50339,3869,46464,5
仙桃,5.11,575,22,553,0
咸宁,5.11,836,15,821,0
襄阳,5.11,1175,40,1135,0
孝感,5.11,3518,129,3389,0
宜昌,5.11,931,37,894,0
鄂州,5.12,1394,59,1335,0
恩施州,5.12,252,7,245,0
黄冈,5.12,2907,125,2782,0
黄石,5.12,1015,39,976,0
荆门,5.12,928,41,887,0
荆州,5.12,1580,52,1528,0
潜江,5.12,198,9,189,0
神农架,5.12,11,0,11,0
十堰,5.12,672,8,664,0
随州,5.12,1307,45,1262,0
天门,5.12,496,15,481,0
武汉,5.12,50339,3869,46464,0
仙桃,5.12,575,22,553,0
咸宁,5.12,836,15,821,0
襄阳,5.12,1175,40,1135,0
孝感,5.12,3518,129,3389,0
宜昌,5.12,931,37,894,0
